1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.30297,2.47199,2.47201,2.6414,2.82239,2.82241,3,3.60739,3.60741,4,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4034.36,3681.38,3357.02,3363.38,1358.92,608.122,498.2,500.532,408.948,333.794,337.716,279.098,230.55,235.214,197.372,115.328,117.554,86.7822,44.8592,26.0548,15.6774,16.0484,11.3208,5.85014,1.84864,0.893368,0.408312,0.28779,0.241468,0.218042,0.193662,0.17967,0.158152,0.143948,0.124656,0.111512,0.1017388,0.0940644,0.0826058,0.0742742,0.066409,0.0604306,0.0518976,0.0416792,0.0357326,0.0318212,0.0290758,0.025493,0.0232776,0.020352,0.0190058
