1,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
6368.5859,4454.6066,3116.3382,3134.6767,2158.1868,971.84529,795.99859,1083.9345,739.24243,746.08315,443.41181,197.67112,192.40668,438.32879,250.57561,152.53975,68.957587,36.865917,11.700772,5.2379006,1.8169516,0.96318252,0.65171245,0.50906357,0.38606188,0.333444,0.27579597,0.24650232,0.21113421,0.18827361,0.17159409,0.15853762,0.1391239,0.12502559,0.11178729,0.10177877,0.087548808,0.070784681,0.061172655,0.054952807,0.050651372,0.045140869,0.0418613,0.037735375,0.036037556
