1,1.14237,1.30499,1.30501,1.5,2,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2112.9642,1457.5258,1005.3514,1711.6953,1204.2376,551.62309,177.29208,77.546803,75.432006,78.168372,42.08159,24.676494,10.593857,5.5184556,1.7687083,0.86304126,0.39991288,0.28410605,0.23942404,0.21666826,0.19293062,0.17924713,0.15798697,0.14379732,0.12452513,0.11144699,0.10172174,0.094045272,0.082584888,0.074234827,0.066387855,0.060426261,0.051831112,0.041545559,0.035525553,0.031558264,0.02875748,0.025067618,0.022777409,0.019700786,0.018241479
