1,1.5,2,3,4,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
40216.547,14783.345,6999.9387,2367.3361,1079.2198,583.32504,351.86113,219.37705,1508.3843,1129.6601,629.78367,210.47248,94.751592,30.327172,13.602882,7.4545676,4.6807014,2.4270359,1.5943054,0.92703421,0.72434625,0.56694745,0.49139449,0.44245129,0.40632839,0.35441224,0.31763232,0.28362343,0.2586361,0.22481212,0.18791689,0.16891055,0.15782472,0.15107111,0.14415374,0.14154332,0.14162225,0.14492273
