1,1.5,1.54989,1.54991,1.57278,1.59599,1.59601,1.68644,1.78199,1.78201,2,3,4,5,6,8,10,13.47369,13.47371,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
5622.7553,2027.4043,1861.3447,4568.546,4161.7118,3917.572,5132.9175,4584.7249,3956.8992,4380.2469,3298.2741,1167.5529,544.72323,298.32222,181.48032,82.400293,44.533888,19.60548,120.49013,91.595333,43.089361,14.398293,6.5460945,3.5817903,2.2096618,1.0778338,0.65644019,0.32415541,0.23032482,0.16663063,0.14061123,0.1250782,0.11415129,0.098983956,0.088459899,0.078882168,0.071911456,0.062560121,0.052545738,0.047459199,0.044555111,0.042801543,0.041109399,0.040581505,0.040992811,0.042148527
