1,1.14237,1.30499,1.30501,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
8514.5484,5964.0969,4174.851,14949.634,10845.443,5158.4787,1730.1427,774.42597,409.82112,241.88882,104.19942,53.902762,16.335285,7.1943752,2.5460888,1.4211063,1.0136848,0.82583901,0.65966112,0.58440273,0.49436227,0.4445731,0.38198057,0.34086524,0.31072793,0.28713573,0.25200909,0.22647686,0.20248457,0.18441403,0.15891977,0.12911802,0.11225373,0.10148911,0.094146541,0.084944541,0.079622066,0.073322584,0.071073162
