1,1.03542,1.07209,1.07211,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3791.3522,3453.8677,3146.3188,13068.594,6286.4353,2968.5881,981.01306,435.34035,229.1401,134.61806,57.638585,29.7079,8.980636,3.9709549,1.4334295,0.81986273,0.59712983,0.49368196,0.40077738,0.35780265,0.30456856,0.27439974,0.23598554,0.2107321,0.19213637,0.17756439,0.15583969,0.14006388,0.12522974,0.11404519,0.098238593,0.079799483,0.06930907,0.062633736,0.058048281,0.052313149,0.048969594,0.045002104,0.043547031
