1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3499.1276,1150.3194,508.4059,156.06041,66.328812,33.919259,19.557651,8.2156969,4.2407506,1.3795388,0.70706094,0.36713314,0.28110993,0.24659827,0.22801582,0.20697762,0.19375614,0.17181257,0.15663583,0.1357746,0.12153009,0.1109384,0.10257376,0.090082729,0.080984908,0.072423088,0.065912284,0.056551999,0.045350449,0.038800015,0.034487272,0.03144429,0.027445495,0.024969613,0.021652286,0.020088163
