1,1.5,2,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
9624.1981,3341.3814,1543.4118,508.87205,305.31278,2362.7973,1819.3596,1018.2473,628.18022,287.50396,154.62977,48.92985,21.391459,6.7221587,3.0697424,1.7555391,1.1686972,0.69224689,0.5127519,0.35831535,0.30277674,0.25016594,0.22056378,0.20002833,0.1843736,0.16137541,0.14482593,0.12945482,0.11803865,0.10229323,0.084779301,0.075425217,0.069761263,0.066197574,0.062189095,0.060309352,0.059103195,0.059687872
