1,1.03542,1.07209,1.07211,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
6616.093,6023.9352,5484.7622,11956.514,5485.4148,2554.3253,831.75388,366.00292,191.56172,112.12286,47.798782,24.608112,7.4928043,3.3782356,1.2973618,0.79193768,0.60614668,0.51808608,0.43587938,0.39538578,0.34134726,0.30880455,0.26630544,0.23796851,0.21705653,0.20062904,0.17612682,0.15831961,0.14155865,0.12888328,0.11090879,0.089767261,0.077647842,0.069851965,0.06445531,0.05760146,0.053530959,0.048489543,0.046453673
