1,1.03542,1.07209,1.07211,1.5,2,2.48399,2.48401,2.53429,2.58559,2.58561,3,3.06639,3.06641,3.3013,3.55419,3.55421,3.69948,3.85069,3.85071,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,13.03519,13.03521,15,15.19999,15.20001,15.5269,15.86079,15.86081,20,30,33.16939,33.16941,40,50,60,80,88.00449,88.00451,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
42833.06,39888.451,37101.541,38132.859,18648.26,9705.1155,5825.064,7412.083,8110.4869,8521.9957,9889.7479,7555.3234,7143.2824,7912.3099,6607.8434,5499.6804,5736.4986,5210.4045,4730.2004,4881.868,4457.2664,3240.8567,4767.8948,4458.2694,4143.1611,4853.6963,4548.9102,4144.1772,4505.1363,3149.621,1510.7076,849.46342,425.78174,678.82663,467.13344,451.07066,559.37766,531.88892,504.11002,558.39637,308.35055,107.17774,82.455508,172.59777,106.38363,59.435937,36.791484,17.327885,13.555198,28.917838,20.823062,7.5756961,3.8464962,1.6712314,1.0405355,0.77167521,0.62826271,0.47914451,0.40056626,0.34211051,0.3078638,0.27167688,0.24476643,0.23780354,0.23809022,0.24146837,0.25230855,0.2649355,0.29572146,0.32093883
