1,1.03199,1.03542,1.06499,1.06501,1.07209,1.07211,1.13851,1.21709,1.21711,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.01189,5.01191,5.18274,5.18809,5.18811,5.35939,5.35941,5.53401,5.71429,5.71431,6,8,10,15,20,30,33.16939,33.16941,35.98459,35.98461,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
41644.113,39021.104,38752.347,36518.097,37604.994,37090.054,37826.593,33304.585,28856.932,29558.411,18635.284,9535.2585,3554.0099,1730.2056,1243.2415,2334.4303,2189.0325,2034.3611,2542.0982,2387.1322,2372.8124,3385.1116,3119.4242,3110.9313,3368.8595,3098.6161,3571.2765,3308.6636,3046.2807,3275.1013,2908.2537,1385.2483,771.8883,262.26119,121.13174,40.794538,31.232974,95.646102,77.435093,136.47227,103.6196,58.05705,35.726091,16.582873,9.1786798,3.2881652,1.7162065,0.8199649,0.55810348,0.44238734,0.37764106,0.30530355,0.26372929,0.23043683,0.20944115,0.18592313,0.16779942,0.16309134,0.16334426,0.1656256,0.1730956,0.18176022,0.20262925,0.21952623
