1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3328.6009,3028.2862,2755.1129,2760.9833,1109.7613,493.82296,403.03933,405.29654,269.17276,272.94701,186.3633,187.8483,157.69684,67.57765,34.75312,20.117812,8.4865738,4.3810758,1.4060002,0.70269503,0.34712885,0.25802879,0.22293803,0.20454244,0.18437806,0.1721249,0.15231721,0.13879242,0.12026147,0.1076205,0.098233864,0.090826563,0.079769151,0.07171367,0.064125166,0.058357566,0.050078073,0.040160368,0.034362913,0.030545726,0.027851896,0.024316168,0.022126809,0.019192616,0.017809292
