1,1.03542,1.07209,1.07211,1.5,2,2.47199,2.47201,2.82239,2.82241,3,4,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4163.4923,3792.836,3455.2171,3455.1772,1405.3109,630.60468,343.46248,368.06365,253.23915,253.28491,213.27059,92.321488,47.798566,27.792104,16.722307,16.741764,11.785581,6.0753171,1.903364,0.91014229,0.40820168,0.28427697,0.23692325,0.21319082,0.18872309,0.17490134,0.1538632,0.13997053,0.12114722,0.10834939,0.098881998,0.091420566,0.080290954,0.0721865,0.0645372,0.058732268,0.05044309,0.040533823,0.034769551,0.030989798,0.02833261,0.0248733,0.022749906,0.019941266,0.018651256
