1,1.08867,1.18519,1.18521,1.20109,1.21719,1.21721,1.5,1.54399,1.54401,1.61454,1.68829,1.68831,1.78195,1.88079,1.88081,2,2.47199,2.47201,3,4,5,6,7.24279,7.24281,7.57876,7.93029,7.93031,8,8.37559,8.37561,10,15,20,30,40,50,50.23909,50.23911,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
18577.68,15646.32,13131.6,14760.96,18339.6,27111.36,32073.84,32661.6,30444.48,34960.56,31508.4,28413.36,30102.24,26672.4,23622,24633.84,21449.52,13034.88,14202.96,8965.2,4401.504,2508.024,1575.792,971.664,2464.128,2227.536,1953,2633.016,2581.68,2303.424,2648.64,1700.04,587.9088,274.4616,93.2976,43.55376,24.35856,24.06096,115.692,73.0236,34.71504,19.44072,6.979464,3.580128,1.62564,1.058712,0.81468,0.6809832,0.53754,0.4585272,0.396924,0.3595008,0.3177624,0.2848776,0.2752056,0.274164,0.2769168,0.2874816,0.3004272,0.3331632,0.3598728
