1,1.5,2,2.38929,2.38931,2.43673,2.48509,2.48511,2.71062,2.82239,2.82241,2.95659,2.95661,3,3.41569,3.41571,3.55698,3.70409,3.70411,4,5,6,8,10,12.65749,12.65751,13.6396,14.69789,14.69791,15,15.34669,15.34671,20,30,40,50,60,80,85.53039,85.53041,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
32823.121,14494.827,7815.39,5273.7499,7069.1147,9716.1313,12489.27,14369.39,13377.79,12642.962,14154.03,13250.634,15094.93,14584.48,10589.016,11161.991,10116.902,9195.8938,9554.0008,7962.582,4622.5333,2943.4645,1429.1786,811.32401,445.33765,1040.5915,903.46098,699.41327,957.85594,911.97817,862.44658,991.36946,507.05176,177.33261,83.822348,46.934257,29.331386,14.198032,12.0512,48.280934,32.431044,11.833888,5.9182823,2.4506286,1.449495,1.0305652,0.81246223,0.59298964,0.48310207,0.40480816,0.36129926,0.31823382,0.28839749,0.28219814,0.28409114,0.28956043,0.30457226,0.32142155,0.36139999,0.3938792
