1,1.03063,1.06219,1.06221,1.09882,1.13669,1.13671,1.21224,1.29279,1.29281,1.5,2,3,4,5,5.24699,5.24701,5.43204,5.62359,5.62361,5.80333,5.98879,5.98881,6,8,10,15,20,30,37.44059,37.44061,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
29900.5,27965,26127.5,29914.5,27849.5,25914,27429.5,24013.5,20947.5,21892.5,15746.5,8116.5,3043.6,1486.1,844.9,747.25,2134.3,1971.9,1809.15,2455.6,2277.45,2104.55,2425.5,2414.3,1166.9,651,222.145,102.83,34.664,19.243,102.165,85.995,48.265,29.7885,13.8705,7.686,2.7398,1.4161,0.66185,0.44275,0.347305,0.29435,0.23604,0.203105,0.17703,0.16072,0.14273,0.12922,0.12593,0.12642,0.128415,0.13454,0.14147,0.15813,0.17157
