1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4350.6786,1434.1393,634.77063,195.16629,83.02047,42.475851,24.49969,10.291552,5.307672,1.7181447,0.87451749,0.44845843,0.34102489,0.29811431,0.27515527,0.24938949,0.23329042,0.2067856,0.18850945,0.16338305,0.14623218,0.13347602,0.1234156,0.10838881,0.097438566,0.087137667,0.079299526,0.068046726,0.054574093,0.046698279,0.041513895,0.037858508,0.033055721,0.030082168,0.02610166,0.024228271
