1,1.03542,1.07209,1.07211,1.5,1.54989,1.54991,1.57278,1.59599,1.59601,1.68644,1.78199,1.78201,2,2.47199,2.47201,3,3.35109,3.35111,3.43632,3.52369,3.52371,3.66203,3.80579,3.80581,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,13.47369,13.47371,15,20,25.51399,25.51401,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
18363.444,16922.189,15594.418,15597.726,7097.0427,6552.2232,11031.659,10243.942,9729.1709,11740.079,10447.728,9069.0467,9769.4846,7391.9527,4339.9682,4353.2422,2677.3313,2010.6409,3611.8719,3394.6398,3182.7359,3944.1859,3584.4461,3255.1881,3591.5953,3182.1628,2272.2829,2278.1586,2101.112,1937.7417,1940.4671,1795.8874,1630.6236,1632.0023,1116.1516,520.54892,285.9571,127.65517,294.58609,222.90848,104.09846,53.911963,136.86478,90.01531,68.884893,69.233142,42.059315,23.04922,14.088283,6.5494705,3.705099,1.472582,0.87486605,0.51861061,0.40173921,0.34305686,0.30623336,0.25965743,0.22962446,0.20354438,0.18553854,0.16288916,0.14116685,0.13180418,0.12755581,0.12582462,0.12613196,0.12864488,0.13701165,0.14510025
