1,1.03542,1.07209,1.07211,1.18283,1.30499,1.30501,1.5,1.55959,1.55961,1.6935,1.83889,1.83891,2,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
7971.8,7277.2,6644.7,6849.4,5294.6,4082.5,4096.3,2822.1,2539.2,2704.8,2166.37,1730.75,3751.3,3146.4,1068.58,644.92,669.53,503.24,490.13,579.6,322.23,193.223,119.301,124.545,89.194,47.035,14.6073,6.4538,2.20823,1.16334,0.78476,0.6118,0.46322,0.39974,0.33028,0.29486,0.25231,0.225009,0.205045,0.189428,0.166221,0.149385,0.133561,0.121624,0.104811,0.085123,0.073991,0.066884,0.062031,0.055936,0.052394,0.048208,0.04669
