1,1.03542,1.07209,1.07211,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,15,20,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
44843.28,41732.45,38764.59,40416.14,19320.67,9845.21,3658.06,1778.251,1277.856,3722.15,3511.639,3271.548,4408.899,4155.99,3778.845,4356.641,3043.289,1440.546,801.618,271.7416,125.3699,42.20573,32.30629,176.5926,108.953,60.7376,37.36447,17.3043,9.57406,3.440154,1.805859,0.873103,0.599981,0.4782593,0.4098309,0.3327257,0.2879613,0.2519723,0.2290971,0.2033132,0.1831988,0.1778251,0.1778744,0.1801915,0.1880795,0.1972986,0.2196315,0.2377739
