1,1.5,1.80919,1.80921,1.84014,1.87159,1.87161,2,2.28099,2.28101,2.4235,2.57489,2.57491,2.69447,2.81959,2.81961,3,4,4.03809,4.03811,5,6,8,10,10.20679,10.20681,10.8548,11.54399,11.54401,11.8186,12.09979,12.09981,15,20,30,40,50,60,69.52499,69.52501,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
24547.57,9893.1331,6407.2512,7254.8843,9419.6346,13160.272,14201.451,16792.43,12061.886,13807.572,11907.303,10258.675,10854.756,9753.6289,8760.5673,9108.9238,7880.5238,3930.2879,3839.1466,4602.1877,2715.1201,1712.3467,821.28255,461.95868,438.11099,985.39768,836.44758,711.64949,952.79773,932.04625,849.98797,972.69092,565.26085,266.61146,91.934499,43.193574,24.174309,15.184171,10.529713,44.120192,30.76526,17.604379,6.4443165,3.3190125,1.4916977,0.95656731,0.72569423,0.6005659,0.46780448,0.39592812,0.34080883,0.30733975,0.26984695,0.23809684,0.22671928,0.22298452,0.2229554,0.22799612,0.235849,0.25749262,0.27644979
