1,1.03542,1.07209,1.07211,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,15,20,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
28607.205,26615.482,24716.659,29070.522,13963.219,7055.2877,2588.7456,1246.9853,892.2718,2431.5221,2291.4411,2133.378,2849.604,2684.3148,2439.9827,2803.8389,1955.996,924.13243,513.56177,173.76451,80.106396,26.983093,20.673156,111.53493,68.834469,38.406143,23.657178,10.99809,6.1182401,2.2414597,1.2046421,0.60769423,0.4294857,0.34826112,0.30159255,0.24770517,0.21564613,0.18934947,0.17221085,0.1521157,0.13497778,0.1290629,0.12749668,0.12786474,0.13148226,0.13651169,0.14968683,0.1608136
