1,1.21149,1.46769,1.46771,1.5,1.51459,1.51461,1.68946,1.88449,1.88451,2,2.08979,2.08981,2.19562,2.30679,2.30681,3,4,5,6,8,8.64799,8.64801,9.11959,9.61689,9.61691,10,10.11569,10.11571,15,20,30,40,50,59.38959,59.38961,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
27021.579,18595.395,12695.202,17886.999,36696.777,38635.545,45020.43,41441.166,34189.428,39651.534,34357.206,31001.646,32940.414,29454.36,26294.541,27450.345,14857.674,7406.4666,4258.7649,2695.6332,1302.1437,1068.1866,2787.9111,2431.8489,2119.5954,2890.4421,2637.843,2558.6145,2951.9607,1078.4397,508.27413,174.11628,81.418935,45.365307,29.100162,111.852,131.33289,62.832861,35.23338,12.49014,6.2282922,2.6303862,1.6050762,1.1753781,0.9488778,0.71706453,0.59691684,0.50846055,0.45784752,0.40658202,0.37302642,0.36855234,0.3737721,0.38290668,0.40564992,0.42988452,0.48618336,0.53111058
