1,1.03542,1.07209,1.07211,1.5,2,3,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,15,20,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
30175.684,28080.973,26082.777,27192.566,12994.977,6620.5827,2459.4715,1195.4941,859.06488,2501.5552,2360.0644,2198.6998,2962.9647,2792.9906,2539.5328,2927.794,2045.1754,968.09412,538.72412,182.64141,84.27834,28.390738,21.73802,118.69398,73.241163,40.840758,25.133828,11.652526,6.4568291,2.3326595,1.232688,0.60338609,0.41811527,0.33502289,0.28801919,0.23467218,0.20347211,0.17823408,0.16205634,0.14355986,0.12861762,0.12415324,0.12361562,0.12476133,0.12950919,0.13534901,0.14985412,0.16178615
