1,1.03199,1.06499,1.06501,1.13851,1.21709,1.21711,1.5,2,3,4,5,5.01189,5.01191,5.18274,5.35939,5.35941,5.53401,5.71429,5.71431,6,8,10,15,20,30,35.98459,35.98461,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
17540.645,16435.575,15384.822,16267.005,14189.848,12331.832,12901.224,8119.455,4169.298,1558.1487,759.5015,431.3519,428.917,1250.0402,1158.2632,1057.3085,1440.7116,1338.4458,1227.9388,1413.5531,1256.9703,601.9822,335.8289,114.32792,52.85606,17.806611,10.981399,58.86839,44.59613,25.0982,15.448504,7.184828,3.978252,1.4214197,0.7381493,0.3489399,0.2354361,0.18565176,0.15791263,0.12715797,0.10964542,0.09567284,0.08692593,0.07718633,0.06976925,0.06789625,0.06808355,0.06909497,0.0722978,0.07598761,0.08482817,0.0919643
