1,1.5,2,2.07999,2.08001,2.11741,2.15549,2.15551,2.2614,2.37249,2.37251,3,4,5,6,8,10,15,17.03839,17.03841,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
17268.216,6672.217,3316.8918,3011.2122,11740.063,11020.554,10466.398,14586.816,13031.604,11605.993,13237.178,7391.726,3546.5984,1977.0856,1217.8025,562.2002,307.06499,101.84851,72.04028,459.8601,306.34995,104.1277,47.59485,25.759316,15.610217,7.181683,4.0431043,1.6066055,0.9603881,0.5760541,0.4495814,0.38491497,0.34424707,0.29254074,0.25897855,0.22975129,0.20968548,0.18488253,0.16213532,0.15319732,0.14993495,0.14930929,0.15190131,0.15659376,0.1693751,0.18090512
