1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
6473.0157,5893.2534,5365.4984,5381.1373,4535.4353,3169.2181,3173.5792,2181.4936,975.99008,797.56237,837.56591,559.54212,567.86866,389.95045,393.88355,331.60001,193.80724,198.61147,147.18503,143.13914,167.5532,90.866732,53.508448,32.563642,32.601652,23.135789,12.075239,3.82658,1.8152825,0.78180644,0.52458505,0.42706103,0.3789972,0.33111191,0.30520548,0.26729772,0.24286682,0.21007088,0.18786922,0.17144124,0.15849725,0.13918904,0.12512992,0.11188082,0.10182272,0.087432775,0.070242557,0.060236068,0.053671586,0.049056695,0.043035884,0.039336456,0.034437024,0.032180795
