1,1.08867,1.18519,1.18521,1.20109,1.21719,1.21721,1.5,1.54399,1.54401,1.61454,1.68829,1.68831,1.78195,1.88079,1.88081,2,2.47199,2.47201,3,4,5,6,7.24279,7.24281,7.57876,7.93029,7.93031,8,8.37559,8.37561,10,15,20,30,40,50,50.23909,50.23911,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
18577.807,15637.22,13118.992,14744.473,18330.509,27099.605,32062.848,32658.284,30442.104,34960.379,31511.933,28409.604,30096.987,26671.577,23619.106,24626.589,21448.01,12978.314,14145.757,8966.1023,4401.4238,2507.7633,1575.4727,971.89735,2464.6125,2196.2232,1953.2181,2633.1296,2581.3905,2303.0312,2648.5497,1699.8716,587.91913,274.44854,93.295353,43.557241,24.35517,24.060751,115.71289,73.002268,34.71522,19.441605,6.9796037,3.5804071,1.6256596,1.0587184,0.81424214,0.68102468,0.53754079,0.45850694,0.39696937,0.35948327,0.31771718,0.28492544,0.27524683,0.27419221,0.27693591,0.28745767,0.30042643,0.33312224,0.35991421
