1,1.0222,1.04489,1.04491,1.15314,1.27259,1.27261,1.35409,1.44079,1.44081,1.5,2,3,3.55169,3.55171,3.63859,3.72759,3.72761,4,4.30339,4.30341,5,5.18219,5.18221,5.36198,5.54799,5.54801,6,8,10,15,17.16629,17.16631,20,20.94759,20.94761,21.3487,21.75739,21.75741,30,40,50,60,80,100,115.60599,115.60601,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
125562.7,120806.25,116106.65,123535.05,103201.7,85767.7,86961.55,77031.75,68182.1,69508.6,64088.9,35341.75,14576.34,9962.015,23990.7,22512.6,21072.4,29978.9,25184.55,21034.5,24483.4,16848.445,15383.61,16317.845,14998.925,13799.39,14386.84,11908.18,5889.66,3393.945,1237.056,883.6385,2027.65,1346.587,1193.85,1674.801,1803.0925,1520.3585,1747.569,782.256,375.7785,212.4295,133.31325,64.33525,37.0283,26.1131,92.72235,49.09945,24.5971,9.83884,5.53719,3.74452,2.82355,1.92532,1.496292,1.207115,1.0587365,0.924381,0.8427065,0.832284,0.8457385,0.8684785,0.9245705,0.9844525,1.1231665,1.234024
