1,1.5,2,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3245.8948,1089.4789,492.30224,187.04456,1069.8511,957.5989,453.84483,250.34541,152.48684,68.508544,36.437752,11.397366,5.0053876,1.6478329,0.81973422,0.52095896,0.38611078,0.27320235,0.22745188,0.18152446,0.16052611,0.13656431,0.12151172,0.11064645,0.10218069,0.089619638,0.080515289,0.071991191,0.065569361,0.056497675,0.045949964,0.039993074,0.036202833,0.033617992,0.030387231,0.028534415,0.026348127,0.025592709
