1,1.0025,1.00499,1.00501,1.14188,1.29739,1.29741,1.34907,1.40279,1.40281,1.5,1.57529,1.57531,2,3,4,5,6,6.20789,6.20791,6.4596,6.72149,6.72151,6.9208,7.12599,7.12601,8,10,15,20,30,40,43.56889,43.56891,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
45726.3,46961.4,47948.1,59022.6,52295.1,40937.7,47147.7,43221.6,39633.6,42041.7,36383.7,32692.2,34161.9,19858.2,7541.7,3702.54,2112.09,1329.63,1219.23,3375.48,3096.03,2768.97,3764.64,3543.15,3258.87,3759.12,2824.86,1587,546.825,254.196,86.043,40.0821,32.0298,163.254,113.85,71.277,33.3891,18.5403,6.57018,3.34236,1.50282,0.97428,0.74727,0.62376,0.491763,0.418968,0.363078,0.329061,0.292284,0.266064,0.260544,0.262614,0.267651,0.281589,0.296976,0.333408,0.362733
