1,1.5,2,2.52019,2.52021,2.57212,2.62509,2.62511,2.74267,2.86549,2.86551,3,4,5,6,8,10,15,19.99949,19.99951,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
50507.24,19673.5,9804.046,5534.13,20225.38,18947.88,17885,24865.26,22310.26,20041.42,22923.46,20552.42,9916.466,5569.9,3447.206,1599.43,876.4672,291.6788,133.6776,823.221,823.1188,287.182,132.2468,71.91814,43.68028,20.05164,11.20112,4.300576,2.476306,1.409338,1.070034,0.9042656,0.8023722,0.6764618,0.5965414,0.5280674,0.4816686,0.4254586,0.375585,0.3572912,0.3514658,0.351568,0.3600506,0.37303,0.4065516,0.4357808
