1,1.06344,1.13089,1.13091,1.14565,1.16059,1.16061,1.31087,1.48059,1.48061,1.5,1.61389,1.61391,1.70441,1.79999,1.80001,2,3,4,5,6,6.97689,6.97691,7.28997,7.61709,7.61711,8,8.05199,8.05201,10,15,20,30,40,48.51899,48.51901,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
11618.488,10370.654,9243.409,12808.649,18963.931,28396.088,34289.22,32983.713,26377.533,30461.83,29486.632,25014.353,26550.552,23551.556,20867.14,21800.394,17186.554,6585.208,3246.9899,1857.0706,1171.2862,797.9846,2163.7861,1937.8128,1731.2386,2355.1556,2091.4327,2055.7803,2371.9332,1378.3847,476.43141,222.40806,75.55163,35.211988,21.239393,104.91243,96.9955,60.55665,28.600565,15.93872,5.641468,2.8443275,1.247834,0.7911687,0.5971777,0.49305172,0.38336816,0.32433198,0.27950433,0.25281746,0.22466255,0.20515859,0.20159335,0.20369055,0.20798981,0.21941955,0.23184546,0.2611014,0.28432789
