1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2813.068,911.08942,399.1115,121.18196,51.194616,26.085381,15.012446,6.3075878,3.2726041,1.0983509,0.5887858,0.33005449,0.26329565,0.23561415,0.2200594,0.20158694,0.18937609,0.16843304,0.15369451,0.13329975,0.1193534,0.10895685,0.10074706,0.08848063,0.079539375,0.071136304,0.064737954,0.05551043,0.044438958,0.037939515,0.033645118,0.030605891,0.026587046,0.024080278,0.020685854,0.019053177
