1,1.05991,1.12339,1.12341,1.1632,1.20439,1.20441,1.28045,1.36129,1.36131,1.5,2,3,4,5,5.48269,5.48271,5.68299,5.89059,5.89061,6,6.26629,6.26631,8,10,15,20,30,38.92459,38.92461,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
55921.398,49158.152,43078,49385.85,45828.838,42530.294,45053.434,39631.76,34782.408,36339.37,29366.888,15163.456,5702.9118,2788.3774,1586.5012,1254.8006,3547.1656,3262.8508,2982.2284,4027.793,3888.7126,3479.4716,4011.1772,2171.7466,1210.4918,414.22574,191.94326,64.74008,32.437734,170.58888,158.71166,89.04838,55.152148,25.705258,14.24651,5.0702806,2.6086806,1.2067994,0.8006354,0.624631,0.5273978,0.42111822,0.36160904,0.3144694,0.2855456,0.25366788,0.22997498,0.22437484,0.22548256,0.22929804,0.24043678,0.25311402,0.28326862,0.30745384
