1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3324.7094,1089.1697,480.40189,147.10502,62.440388,31.906725,18.390494,7.72731,3.9946172,1.3105031,0.67995372,0.36082615,0.27964846,0.24679858,0.22890737,0.20837025,0.19527841,0.17332304,0.1580561,0.13703102,0.12266711,0.11198005,0.10353789,0.090930134,0.081745961,0.073104676,0.066532146,0.057071464,0.045740192,0.039105112,0.034731255,0.031641381,0.027572948,0.025047674,0.021651189,0.020038121
