1,1.5,2,2.47199,2.47201,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3954.7515,1305.1663,578.20483,312.40566,338.43664,195.04023,83.898474,43.278693,25.113775,10.632737,5.5026192,1.770956,0.88447122,0.43457587,0.32160249,0.27716336,0.25390218,0.22857071,0.21325469,0.18861995,0.17184664,0.14888955,0.13324567,0.12161902,0.11244894,0.098755062,0.088778181,0.07939117,0.072251696,0.062003161,0.049739068,0.04257382,0.037859423,0.034536737,0.030174738,0.02747707,0.023871203,0.022178864
