1,1.15026,1.32309,1.32311,1.34073,1.35859,1.35861,1.5,1.52649,1.52651,1.67543,1.83889,1.83891,2,2.48399,2.48401,2.53429,2.58559,2.58561,3,3.06639,3.06641,3.3013,3.55419,3.55421,3.69948,3.85069,3.85071,4,4.96639,4.96641,5,6,8,10,11.86669,11.86671,12.4372,13.03519,13.03521,15,15.19999,15.20001,15.5269,15.86079,15.86081,20,30,40,50,60,80,88.00449,88.00451,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
29955.52,22510.18,16818.88,16874.86,16414.58,15966.74,15991.62,12987.36,12514.64,12527.08,10238.12,8328.58,9784.06,8185.52,4992.172,7781.22,9255.36,10207.02,12607.94,9927.12,9379.76,10735.72,8956.8,7457.78,7874.52,7153,6499.9,6767.36,6185.79,3654.25,3684.728,3625.016,2310.73,1124.576,640.038,414.6252,417.1754,412.075,328.9136,773.768,532.2454,514.1452,704.104,671.76,637.55,732.716,408.5296,143.371,67.9846,38.15348,23.90346,11.62518,9.22426,36.22528,26.22352,9.641,4.86404,2.050734,1.234048,0.888838,0.707836,0.5237862,0.4300508,0.3623772,0.3239376,0.2841296,0.2539004,0.2449436,0.2437618,0.2461876,0.2555176,0.267149,0.2965696,0.321263
