1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.30297,2.47199,2.47201,2.6414,2.82239,2.82241,3,3.60739,3.60741,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
3844.88,3507.92,3198,3210.48,1295.84,579.904,474.968,484.224,395.824,323.232,327.08,270.504,223.496,228.072,191.568,112.008,115.336,85.1864,44.1168,25.6672,10.8888,5.6264,1.7784,0.861224,0.396344,0.281008,0.2366,0.214032,0.190424,0.176904,0.155792,0.141856,0.122824,0.109824,0.100256,0.0926952,0.0814008,0.0731848,0.0654472,0.0595504,0.0511368,0.0410488,0.0351832,0.0313248,0.0286104,0.0250536,0.0228696,0.019968,0.018616
