1,1.03542,1.07209,1.07211,1.5,2,3,3.60739,3.60741,4,4.55709,4.55711,4.70229,4.85209,4.85211,5,5.18809,5.18811,6,8,10,15,20,30,33.16939,33.16941,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
24756.453,22988.404,21312.057,22113.523,10422.726,5264.3803,1937.4928,1216.0961,2003.6342,1545.4368,1106.7821,2293.1255,2152.9446,2001.3772,2553.3912,2399.6626,2181.0457,2461.478,1713.3473,807.47046,447.35946,150.34317,68.906462,23.000811,17.586194,87.616191,54.016851,30.119082,18.553595,8.6383833,4.8196865,1.7863195,0.9737187,0.5033823,0.36120083,0.2955247,0.25731444,0.21257066,0.18558781,0.16325485,0.14855472,0.13110851,0.1159422,0.11050319,0.1088463,0.1089462,0.11167624,0.11569371,0.12640776,0.13558185
