1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4611.8049,1527.331,677.91796,209.159,89.144771,45.662781,26.35307,11.070535,5.7016401,1.8289052,0.91766171,0.4579639,0.34265115,0.29706678,0.27301744,0.24645683,0.23020281,0.20376524,0.18567088,0.16088528,0.14397658,0.13142024,0.12150925,0.10671222,0.095936914,0.085790164,0.078077663,0.067014946,0.053790599,0.046074085,0.041003411,0.037432292,0.032755706,0.029871669,0.026030949,0.024241359
