1,1.03542,1.07209,1.07211,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
635.2282,578.716,527.1559,6248.385,3101.374,1476.891,492.297,219.5431,115.9374,68.2613,29.30478,15.11847,4.557874,1.997347,0.6988287,0.3853899,0.2722684,0.2202228,0.1743916,0.1539035,0.1296285,0.1164229,0.0999159,0.08918635,0.08129212,0.07511656,0.06591148,0.059231,0.05295834,0.04823928,0.04157822,0.03385877,0.02948927,0.02673163,0.02484789,0.02251749,0.02117751,0.01964333,0.0191287
