1,1.10304,1.21669,1.21671,1.23215,1.24779,1.24781,1.32844,1.41429,1.41431,1.5,2,3,4,5,6,8,10,11.10309,11.10311,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
10076.439,7995.146,6334.37,23362.647,25199.082,26476.602,35653.454,33790.404,29563.942,33465.701,29143.425,14430.653,5116.9999,2393.7531,1315.8456,803.2407,366.7547,199.18666,149.62953,1054.4863,487.16096,224.73706,73.72355,33.039861,17.752205,10.768429,5.0573823,2.954265,1.3259593,0.8841503,0.6020313,0.49647621,0.43712476,0.39666996,0.34205598,0.30484821,0.27152623,0.24789211,0.21749778,0.18758252,0.17432825,0.16810034,0.16538561,0.16517269,0.16799388,0.1777882,0.18779544
