1,1.03542,1.07209,1.07211,1.14237,1.30499,1.30501,1.5,1.55959,1.55961,1.83889,1.83891,2,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
7835.0645,7142.8463,6511.8785,6728.386,5691.474,4007.7988,4030.5957,2794.3953,2511.2409,2791.2164,1793.3389,4027.8911,3393.1405,1157.5089,698.04138,729.97299,550.56137,536.1706,627.6785,349.4455,209.76429,129.38308,140.79406,101.22737,53.551236,16.682706,7.3544128,2.4786523,1.2758116,0.84013297,0.64208107,0.47349894,0.40298976,0.32855952,0.29232002,0.24964334,0.22231872,0.20251005,0.18706695,0.16412141,0.14747832,0.13185657,0.12007706,0.10352424,0.084252769,0.073411795,0.06650566,0.061819717,0.055984191,0.052660122,0.048788039,0.047500451
