1,1.5,2,3,4,4.03809,4.03811,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
16688.64,5860.74,2705.862,883.722,393.366,382.872,1859.664,1084.38,667.8,306.6156,165.1692,52.5018,23.0709,7.35534,3.42486,2.006898,1.370898,0.850332,0.651264,0.474138,0.406404,0.339306,0.3000966,0.272526,0.251379,0.2201832,0.1977006,0.1767444,0.161067,0.139284,0.1146708,0.1012512,0.0929514,0.0875454,0.0811854,0.07791,0.0749208,0.0747618
