1,1.5,2,2.04039,2.04041,2.0779,2.11609,2.11611,2.32326,2.55069,2.55071,2.72382,2.90869,2.90871,3,3.17369,3.17371,4,5,6,8,10,11.21539,11.21541,11.9928,12.82409,12.82411,13.1179,13.41849,13.41851,15,20,30,40,50,60,76.11099,76.11101,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
95128.06,42553.16,23137.44,22155.444,23899.72,33450.64,55556.76,58471.36,58762.82,54346.08,62776,53651.06,45759.22,48561.72,45086.62,39616.14,41320.06,23832.46,13851.076,8822.27,4291.188,2443.78,1828.351,4569.196,3815.884,3197.092,4392.078,4333.786,3936.952,4540.05,3430.26,1640.4714,570.8132,268.8158,150.05706,93.62592,51.20728,218.10176,192.4757,108.8491,39.0108,19.343976,7.90305,4.636456,3.280046,2.576058,1.8736394,1.5232148,1.2752496,1.1396086,1.0091242,0.9279638,0.9201168,0.9358108,0.9609212,1.0219036,1.0860248,1.2335484,1.3505808
