1,1.05613,1.11539,1.11541,1.12877,1.14229,1.14231,1.21752,1.29769,1.29771,1.31034,1.32309,1.32311,1.34073,1.35859,1.35861,1.5,1.52649,1.52651,2,3,4,5,6,8,10,10.36709,10.36711,11.0916,11.86669,11.86671,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
10179.27,8947.35,7864.11,14719.32,16885.8,18754.92,23215.32,21930.3,19418.67,21590.46,21086.01,20597.49,30012.12,29337.75,28753.65,33272.46,27394.29,26226.09,28026.18,14501.61,5151.762,2410.209,1324.845,809.244,369.576,200.718,181.8675,669.06,562.329,472.5369,894.735,489.582,226.0998,74.1807,33.25122,17.86815,10.84302,5.090697,2.972538,1.332279,0.887301,0.603747,0.4976001,0.4379688,0.3974004,0.3426012,0.3053781,0.2719782,0.2482956,0.2178162,0.1878678,0.1745928,0.1684332,0.1657251,0.1655127,0.168327,0.1780974,0.1881333
