1,1.11454,1.24219,1.24221,1.28892,1.33739,1.33741,1.5,1.51099,1.51101,2,3,4,5,5.96429,5.96431,6,6.44039,6.44041,6.63467,6.83479,6.83481,8,10,15,20,30,40,41.99059,41.99061,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
70991.8,54498.62,42125.38,48473.04,44695.31,41212.82,43702.23,34153.9,33590.26,35126.85,18573.28,7025.37,3442.901,1962.004,1253.428,3498.594,3452.295,2892.01,3930.047,3660.305,3395.26,3915.956,2650.45,1482.239,509.7587,236.5946,79.9832,37.28747,32.82532,168.9578,107.2929,66.94567,31.29544,17.36548,6.15978,3.144977,1.426546,0.932019,0.718641,0.6022896,0.4767455,0.407297,0.3534828,0.3206709,0.2847724,0.2588718,0.2532354,0.25498,0.259677,0.2728957,0.2877248,0.3226839,0.3506646
