1,1.03542,1.07209,1.07211,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
7494.4289,6824.1803,6213.9002,9817.0162,4334.6837,1995.1569,641.51525,280.18671,145.89589,85.101736,36.124247,18.567117,5.6754924,2.592773,1.0368989,0.65804305,0.51747893,0.44989684,0.38515914,0.3519407,0.30583395,0.27721271,0.23934506,0.21392366,0.19514214,0.18039399,0.15838613,0.14237765,0.12730816,0.11588712,0.099701983,0.080588378,0.069605111,0.062510783,0.057590763,0.051307702,0.04755274,0.042837434,0.04088141
