1,1.00404,1.00809,1.00811,1.5,2,3,4,5,6,8,8.33279,8.33281,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
87729.21,86821.206,85939.908,97832.98,37691.068,18240.198,6315.0788,2921.6364,1596.1286,970.318,440.82704,394.18056,2932.3188,1860.518,630.35062,286.6444,92.04668,40.9492,22.023548,13.459824,6.5038012,3.952488,1.9655616,1.4082964,1.0272908,0.8692803,0.77429596,0.70717488,0.61343682,0.5483632,0.48907588,0.4464353,0.39053074,0.3333799,0.30658488,0.29278678,0.2857542,0.28165928,0.2835287,0.2955464,0.30943352
