1,1.03923,1.07999,1.08001,1.17069,1.26899,1.26901,1.5,2,3,3.21899,3.21901,3.29373,3.37019,3.37021,3.62962,3.90899,3.90901,4,4.65599,4.65601,5,5.00199,5.00201,6,8,10,15,15.87099,15.87101,17.4031,19.08319,19.08321,19.4579,19.83999,19.84001,20,30,40,50,60,80,100,106.75599,106.75601,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
65142.83,60762.38,56613.54,57419.14,49393.35,42324.21,43190.23,31035.74,17078.72,7029.867,6000.713,15477.59,14138.28,13161.49,19052.44,15749.48,13050.72,15145.28,14359.82,9813.215,10412.38,8747.809,8738.746,9114.357,5869.803,2898.146,1664.571,604.4014,524.9491,1222.498,1049.294,747.7982,1043.252,1086.553,946.8821,1089.574,1069.434,383.7677,183.5761,103.4189,64.78031,31.217,17.98502,15.35675,56.61354,24.51038,12.21491,4.893013,2.768243,1.885104,1.430947,0.9872628,0.7739802,0.6294757,0.5542528,0.4855754,0.4439863,0.4393541,0.4469066,0.459192,0.4889992,0.5207197,0.5936265,0.6518311
