1,1.14237,1.30499,1.30501,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
8308.6879,5800.7294,4049.8168,5759.0417,4045.428,1855.6892,596.59371,260.60745,135.71201,79.219561,33.692462,17.367565,5.3692469,2.4952494,1.0408244,0.6843836,0.55067014,0.48543644,0.42133213,0.38727758,0.33827328,0.30708089,0.26543267,0.23730615,0.21651699,0.20017332,0.1757524,0.15801439,0.14127505,0.12858799,0.11056097,0.089151735,0.076791932,0.068752848,0.063155091,0.055939609,0.051583765,0.045983563,0.043554246
