1,1.5,2,2.38929,2.38931,2.43673,2.48509,2.48511,2.71062,2.95659,2.95661,3,3.41569,3.41571,3.55698,3.70409,3.70411,4,5,6,8,10,12.65749,12.65751,13.6396,14.69789,14.69791,15,15.34669,15.34671,20,30,40,50,60,80,85.53039,85.53041,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
58693.76,26475.48,14427.32,9788.544,13313.92,18541.04,24014.28,27706.08,25866.04,22947.76,26569.24,25643.36,18646.52,19771.64,17931.6,16314.24,17017.44,14204.64,8283.696,5295.096,2587.776,1476.72,815.3604,1984.196,1726.356,1334.908,1842.384,1754.484,1659.552,1912.704,979.9092,343.2788,162.322,90.84172,56.70136,27.33104,23.15872,94.29912,63.26456,22.93604,11.363712,4.597756,2.656924,1.85176,1.436872,1.0256172,0.8240332,0.6835104,0.6079164,0.5368932,0.493412,0.48931,0.4978656,0.5116952,0.5446284,0.5793196,0.6588984,0.7221864
