1,1.14237,1.30499,1.30501,1.5,2,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
2327.7328,1610.6736,1114.4942,1764.7118,1239.2284,566.76084,215.61728,216.92665,182.92227,79.918847,41.652196,24.343011,10.391514,5.3882438,1.7100713,0.8270637,0.37778121,0.26604881,0.2231363,0.20140204,0.17888407,0.16601594,0.14618337,0.13301105,0.11515669,0.10304582,0.094048066,0.086949837,0.076352877,0.068634179,0.06137895,0.055868037,0.047944415,0.038482152,0.032960687,0.02933251,0.026778727,0.023428922,0.021361826,0.018610426,0.017327864
