1,1.03063,1.06219,1.06221,1.09882,1.13669,1.13671,1.21224,1.29279,1.29281,1.5,2,2.47199,2.47201,3,4,5,5.24699,5.24701,5.43204,5.62359,5.62361,5.80333,5.98879,5.98881,6,8,10,15,20,30,37.44059,37.44061,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
29786.274,27767.421,25865.758,28730.469,26640.645,24694.452,25840.749,22453.214,19457.225,20172.006,14339.918,7236.1071,4278.8176,5424.3015,3398.2074,1631.0242,913.85804,805.33809,1854.6943,1709.6679,1566.4268,2055.4901,1904.0691,1758.023,2000.833,1991.4969,955.66588,530.83401,179.90854,83.009092,27.997177,15.633057,78.366866,65.987878,37.139042,23.022045,10.860439,6.1310202,2.3338037,1.3044603,0.7001899,0.5127429,0.42474225,0.37235064,0.30990073,0.27167969,0.23944498,0.21767246,0.19080762,0.16510992,0.15387953,0.14867591,0.14639503,0.14628821,0.14880907,0.15821624,0.16727372
