1,1.5,2,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
8230.12,2752.32,1228.052,381.372,163.1628,83.7652,48.4096,20.35692,10.4676,3.31108,1.623088,0.77226,0.560712,0.47824,0.435784,0.390156,0.363316,0.320616,0.292068,0.252784,0.2262124,0.2064484,0.1908812,0.167628,0.1507188,0.1347612,0.1226344,0.1053592,0.0846924,0.0726876,0.0648308,0.0593408,0.0521428,0.0477752,0.0419924,0.0393572
