1,1.03542,1.07209,1.07211,1.5,2,2.14549,2.14551,2.47199,2.47201,2.82239,2.82241,3,3.60739,3.60741,4,4.03809,4.03811,5,6,7.11199,7.11201,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4556.5765,4148.9526,3777.8673,3785.5141,1534.1217,688.83803,563.72515,714.53737,484.71097,489.62976,341.08776,343.02244,290.64024,172.35478,173.77292,129.75216,126.27201,259.77226,147.60873,89.531881,55.831208,56.302139,40.638224,21.686375,6.8914079,3.1077819,1.1090234,0.60983692,0.42690353,0.34241715,0.26828933,0.23550576,0.19771102,0.17748983,0.15242877,0.13603576,0.1240268,0.11460973,0.10059419,0.090408585,0.080837533,0.073591866,0.063268885,0.051060216,0.044028386,0.039459517,0.036284528,0.032192956,0.029733546,0.026588402,0.025244118
