1,1.5,2,2.82239,2.82241,3,4,5,6,8,10,15,20,30,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
4452.9494,1509.962,689.52486,266.2466,2081.1153,1869.6025,890.91288,493.12024,301.05402,135.60719,72.198015,22.535588,9.8219416,3.1357931,1.4885546,0.89677239,0.6318435,0.41396825,0.32908087,0.25013641,0.21777215,0.18342515,0.16267691,0.14792824,0.13651953,0.11964855,0.10745574,0.096073384,0.08754219,0.075625958,0.062027265,0.054527399,0.049872486,0.046780964,0.043074431,0.041096797,0.039085597,0.038729435
