1,1.03063,1.06219,1.06221,1.09882,1.13669,1.13671,1.21224,1.29279,1.29281,1.5,2,3,4,5,5.24699,5.24701,5.43204,5.62359,5.62361,5.80333,5.98879,5.98881,6,8,10,15,20,30,37.44059,37.44061,40,50,60,80,100,150,200,300,400,500,600,800,1000,1250,1500,2000,3000,4000,5000,6000,8000,10000,15000,20000
38708.322,36140.735,33714.241,37858.31,35168.669,32656.835,34315.133,29917.971,26004.832,27038.874,19329.513,9841.0903,3636.8349,1759.4255,993.65256,877.57273,2395.4958,2211.9185,2028.5313,2735.9759,2536.6718,2343.501,2694.7335,2682.2533,1293.9791,721.11983,245.74621,113.73314,38.410204,21.391903,112.13793,94.408677,53.05363,32.80264,15.352933,8.5697455,3.1358682,1.6743427,0.83186395,0.58067736,0.46775924,0.40318422,0.32949546,0.28624654,0.25094998,0.22797183,0.20100384,0.17767745,0.16918093,0.16656967,0.1665698,0.17049614,0.17642679,0.19261339,0.20650549
